timestamp,vehicle_id,gear,throttle,speed,acceleration,max_rpm,gear_ratio,wheel_radius,engine_rpm,inclination,tyre_pressure,odometer,fuel_consumed,ignition_status,engine_oil_life,new_battery_percent
1708225034.9879744,0,0,0.8500000238418579,1.0616669654846191,25.72361946105957,6300.0,3.450000047683716,0.33,30.737318051089147,0.0680423378944397,"(0, 0, 0, 0)",0.0,0.0,True,100.0,99.9980690720512
1708225034.9879744,1,0,0.8500000238418579,0.8168857097625732,28.389419555664062,4700.0,3.7690000534057617,0.34,22.95482511509666,0.0,"(0, 0, 0, 0)",0.0,0.0,True,100.0,99.9974731066349
1708225035.9905946,0,0,0.8500000238418579,0.2743779122829437,0.5113693475723267,6300.0,3.450000047683716,0.33,7.943772793368376,0.13648083806037903,"(0, 0, 0, 0)",0.02912953309714794,5.49047780259955e-06,True,99.99999935267704,99.9961381441024
1708225035.9905946,1,0,0.8500000238418579,0.23963631689548492,0.08147567510604858,4700.0,3.7690000534057617,0.34,6.733879268325728,0.0,"(0, 0, 0, 0)",0.006514165550470352,4.7369463204990276e-07,True,99.99999985524076,99.9949462132698
1708225037.0007756,0,0,0.8500000238418579,0.07675816118717194,0.8206148147583008,6300.0,3.450000047683716,0.33,2.2222976603118685,0.08261113613843918,"(0, 0, 0, 0)",0.06286576204001904,1.5076056204873081e-05,True,99.99999860298307,99.9942072161536
1708225037.0007756,1,1,0.8500000238418579,1.2826204299926758,5.03237247467041,4700.0,2.0869998931884766,0.34,259.508968078145,0.06929909437894821,"(0, 0, 0, 0)",0.16083166375756264,4.5024611774704444e-05,True,99.99999642596303,99.9924193199047
1708225038.0106206,0,1,0.8500000238418579,1.6810972690582275,5.602935314178467,6300.0,2.0999999046325684,0.33,401.68197357109426,0.6101475954055786,"(0, 0, 0, 0)",0.2515492271631956,5.5393083425002735e-05,True,99.99999441001718,99.99227628820479
1708225038.0106206,1,1,0.8500000238418579,1.442185640335083,5.37727165222168,4700.0,2.0869998931884766,0.34,291.79334630013136,0.03413045406341553,"(0, 0, 0, 0)",0.4108555056154728,0.00012205857016463454,True,99.99999086987765,99.98989242653961
1708225039.0142565,0,1,0.8500000238418579,2.2747814655303955,2.1709136962890625,6300.0,2.0999999046325684,0.33,543.5370845787429,0.46740347146987915,"(0, 0, 0, 0)",0.6584974657744169,9.000953386437745e-05,True,99.99998536672298,99.990345360256
1708225039.0142565,1,1,0.8500000238418579,2.262765884399414,6.2597527503967285,4700.0,2.0869998931884766,0.34,457.81902886598823,0.0561031699180603,"(0, 0, 0, 0)",0.7743172980844975,0.0002520982150912542,True,99.99998279294893,99.9873655331745
1708225040.01907,0,1,0.8500000238418579,2.8688507080078125,2.9095728397369385,6300.0,2.0999999046325684,0.33,685.4841986145034,0.3563036322593689,"(0, 0, 0, 0)",1.1743825804442167,0.00014818292344128737,True,99.99997390260933,99.98841443230718
1708225040.01907,1,1,0.8500000238418579,3.4838078022003174,7.101381778717041,4700.0,2.0869998931884766,0.34,704.8689905374089,0.08860120922327042,"(0, 0, 0, 0)",1.3540106154978275,0.0004869774676960104,True,99.99996991087521,99.9848386398094
1708225041.0305028,0,1,0.8500000238418579,3.455493688583374,3.002331256866455,6300.0,2.0999999046325684,0.33,825.6568790158174,0.3414274752140045,"(0, 0, 0, 0)",1.8090896140784025,0.00022197497430029436,True,99.99995979800858,99.98648350435838
1708225041.0305028,1,1,0.8500000238418579,4.47773551940918,9.986526489257812,4700.0,2.0869998931884766,0.34,905.9675776218288,0.08794551342725754,"(0, 0, 0, 0)",2.1366931535303593,0.0009312048116567634,True,99.99995251792993,99.98231174644431
1708225042.03888,0,1,0.8500000238418579,4.070861339569092,3.100564479827881,6300.0,2.0999999046325684,0.33,972.6930422821024,0.3500881493091583,"(0, 0, 0, 0)",2.564633322879672,0.0003126170564252017,True,99.99994300814838,99.98455257640958
1708225042.03888,1,0,0.8500000238418579,5.33654260635376,3.191497325897217,4700.0,3.7690000534057617,0.34,149.95904663789133,0.08414109796285629,"(0, 0, 0, 0)",3.136176321655512,0.002264409214532027,True,99.99993030719286,99.97978485307921
